13,58,0,0,0,1,0,0,1,0,0
47,0,11,3,0,0,0,1,0,0,0
23,0,11,0,3,0,0,0,0,0,0
7,0,4,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,0
