7,20,13,0,8,2,0,0,1,1,0,1
22,0,0,11,0,0,0,1,0,0,1,0
6,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0
