22,25,15,9,12,0,0,0
20,15,11,11,5,6,5,4
16,13,8,9,8,5,6,9
8,7,2,0,0,11,9,6
11,8,7,9,7,0,0,0
4,0,3,0,0,5,6,4
5,0,4,0,0,0,0,0
5,0,3,0,0,0,0,0
