8.3,79.2,0,12.5,0
18.4,63.1,5.3,13.2,0
22.6,68.9,6.7,1.8,0
61.1,11.1,27.8,0,0
65.4,0,3.8,30.8,0
36,12,52,0,0
20,20,60,0,0
50,29,21,0,0
100,0,0,0,0
14.8,14.8,70.4,0,0
9.7,48.8,0,0,41.5
100,0,0,0,0
25,68.7,6.3,0,0
31.6,0,68.4,0,0
100,0,0,0,0
30,0,70,0,0
65,30,5,0,0
0,66.7,0,33.3,0
61.5,7.7,23.1,0,7.7
100,0,0,0,0
88.2,0,11.8,0,0
63.6,22.7,13.7,0,0
71.4,0,28.6,0,0
100,0,0,0,0
28.6,0,71.4,0,0
0,50,50,0,0
100,0,0,0,0
90,10,0,0,0
50,50,0,0,0
0,0,0,100,0
33.4,0,33.3,33.3,0
