7,9,1,0,4,3,0,0,1,0,0
7,3,0,0,0,0,2,1,0,0,0
2,1,0,7,1,0,0,0,0,0,1
3,0,7,0,0,0,0,0,0,1,0
3,7,1,0,0,0,0,0,0,0,0
