21,19,0,2,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0
6,10,0,2,0,9,0,0,0,0,3,0,0,0,1,0,0,0,0
15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8,2,4,0,0,0,0,6,0,1,0,2,1,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1
0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
