13,15,0,0,0,0,0,1,1,0,0,0,0,0
25,0,0,0,0,0,0,1,1,0,0,0,0,0
6,10,3,0,1,0,0,0,0,0,0,0,0,0
9,8,0,0,0,2,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,1,0,1,0,0
5,0,2,0,0,0,1,0,0,0,1,0,0,1
2,0,0,3,1,0,1,0,0,0,0,0,1,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0
