31,29,21,0,0,4,0,3,0,0,1,2,2,0,0,0,1,0
12,11,0,10,0,0,0,0,2,2,0,0,0,0,1,1,0,0
17,9,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
13,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
