18,27,0,0,6,0,4,2,3,0,1,0,1,0,0,0,1
18,9,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0
4,8,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
9,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,4,0,0,2,0,1,0,0,0,0,0,1,0,0,0
