1056,592,324,41,0
52,1847,0,0,0
687,134,230,0,0
525,0,124,34,12
0,0,627,0,0
46,0,281,0,148
371,2,0,46,0
57,0,0,321,0
169,0,25,107,0
243,0,0,0,0
55,130,0,0,0
39,0,0,0,99
119,0,0,0,0
0,104,0,0,0
90,0,8,1,0
85,0,0,0,0
58,0,0,0,0
14,0,32,0,0
0,0,0,5,0
2,2,1,0,0
0,0,0,3,0
