19,0,5,0,7,0,1,5,3,2,0,0,1,0,0,1,0,0
15,0,3,0,2,8,5,0,0,0,1,0,0,0,0,0,0,0
0,15,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0
3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
