53,4,2,0,0,0,0,0,1,0,1,0,0
30,0,0,7,3,0,0,0,1,0,0,0,0
12,12,0,0,0,0,3,3,0,2,0,1,1
0,0,10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,4,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
