2,14,8,3,0,0,0,0,2,0,0,0,1,1
20,0,0,1,0,0,2,2,0,0,2,0,0,0
5,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,2,2,0,0,0,2,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0
