15,20,13,6,2,6,6,5,2,0,1,1,1,0,1,1,0
12,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
9,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,1
10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
