44,16,9,0,0,10,0,5,4,4,0,0,0,1,0,0,0,0,0
4,22,11,26,0,0,0,0,0,0,1,2,2,0,0,0,1,1,0
25,11,4,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
2,14,4,1,11,0,4,0,0,0,0,2,0,0,1,0,0,0,1
16,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
