18,8,4,0,0,0,2,0,0,0,0,1
13,18,0,0,0,1,0,0,0,0,0,0
18,4,0,0,1,0,0,2,0,0,0,0
7,5,0,3,0,0,0,0,0,0,0,0
4,2,0,0,0,1,0,0,0,1,1,0
0,8,0,0,0,0,0,0,0,0,0,0
0,3,0,0,2,0,0,0,1,0,0,0
